Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice Univoco Sub-misura;Codice CID;Descrizione Sub-misura;Amministrazione Titolare;Codice Indicatore;Descrizione Indicatore;Unità di misura;Stock o Flusso;Anno Ob.;Semestre;Valore Indicatore
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.7;M1C3I1.01.07;M1C3I1.1;Supporto operativo;MIC - Min Cultura;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.8;M1C3I1.01.08;M1C3I1.1;Polo di conservazione digitale;MIC - Min Cultura;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.9;M1C3I1.01.09;M1C3I1.1;Portale dei procedimenti e dei servizi ai cittadini;MIC - Min Cultura;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.2;M1C3I1.02;Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi per consentire un più ampio accesso e partecipazione alla cultura;M1C3I1.2;M1C3I1.02.00;M1C3I1.2;Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi per consentire un più ampio accesso e partecipazione alla cultura;MIC - Min Cultura;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.3;M1C3I1.03;Migliorare l'efficienza energetica nei cinema, nei teatri e nei musei;M1C3I1.3;M1C3I1.03.00;M1C3I1.3;Migliorare l'efficienza energetica nei cinema, nei teatri e nei musei;MIC - Min Cultura;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.01.00;M1C3I2.1;Attrattività dei borghi;MIC - Min Cultura;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.01.00;M1C3I2.1;Attrattività dei borghi;MIC - Min Cultura;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.01.00;M1C3I2.1;Attrattività dei borghi;MIC - Min Cultura;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.01.00;M1C3I2.1;Attrattività dei borghi;MIC - Min Cultura;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.A;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.B;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.C;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.D;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.E;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 0-17)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.F;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 18-29)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.G;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.I;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.L;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.M;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C10.N;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C14.B;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (NON-BINARIO);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.03.00;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MIC - Min Cultura;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.A;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.B;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.C;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.D;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.E;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 0-17)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.F;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 18-29)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.G;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.I;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.L;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.M;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C10.N;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C14.B;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (NON-BINARIO);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.02.00;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MIC - Min Cultura;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.1;M1C3I3.03.01;M1C3I3.3;Interventi per migliorare l'ecosistema in cui operano i settori culturali e creativi, incoraggiando la cooperazione tra operatori culturali e organizzazioni e facilitando upskill e reskill;MIC - Min Cultura;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.1;M1C3I3.03.01;M1C3I3.3;Interventi per migliorare l'ecosistema in cui operano i settori culturali e creativi, incoraggiando la cooperazione tra operatori culturali e organizzazioni e facilitando upskill e reskill;MIC - Min Cultura;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.1;M1C3I3.03.01;M1C3I3.3;Interventi per migliorare l'ecosistema in cui operano i settori culturali e creativi, incoraggiando la cooperazione tra operatori culturali e organizzazioni e facilitando upskill e reskill;MIC - Min Cultura;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.2;M1C3I3.03.02;M1C3I3.3;Sostegno ai settori culturali e creativi per l'innovazione e la transizione digitale;MIC - Min Cultura;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.2;M1C3I3.03.02;M1C3I3.3;Sostegno ai settori culturali e creativi per l'innovazione e la transizione digitale;MIC - Min Cultura;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.2;M1C3I3.03.02;M1C3I3.3;Sostegno ai settori culturali e creativi per l'innovazione e la transizione digitale;MIC - Min Cultura;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.3;M1C3I3.03.03;M1C3I3.3;Promuovere la riduzione dell'impronta ecologica degli eventi culturali;MIC - Min Cultura;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.3;M1C3I3.03.03;M1C3I3.3;Promuovere la riduzione dell'impronta ecologica degli eventi culturali;MIC - Min Cultura;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.3;M1C3I3.03.03;M1C3I3.3;Promuovere la riduzione dell'impronta ecologica degli eventi culturali;MIC - Min Cultura;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.4;M1C3I3.03.04;M1C3I3.3;Promuovere l'innovazione e l'eco-progettazione inclusiva;MIC - Min Cultura;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.4;M1C3I3.03.04;M1C3I3.3;Promuovere l'innovazione e l'eco-progettazione inclusiva;MIC - Min Cultura;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.4;M1C3I3.03.04;M1C3I3.3;Promuovere l'innovazione e l'eco-progettazione inclusiva;MIC - Min Cultura;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso;2022;I;0
